countryEnglishName,provinceEnglishName,total_confirmedCount,total_curedCount,total_deadCount,updateTime,report_date
Honduras,Honduras,2,0,0,16/03/2020 13:29,16/03/2020
Sint Maarten,Sint Maarten,2,0,0,16/03/2020 13:29,16/03/2020
Faroe,Faroe,2,0,0,16/03/2020 13:29,16/03/2020
Guatemala,Guatemala,2,0,0,16/03/2020 13:29,16/03/2020
Bailiwick of Jersey,Bailiwick of Jersey,2,0,0,16/03/2020 13:29,16/03/2020
Namibia,Namibia,2,0,0,16/03/2020 13:29,16/03/2020
Seychelles,Seychelles,2,0,0,16/03/2020 13:29,16/03/2020
Dominican Republic,Dominican Republic,1,0,0,16/03/2020 13:29,16/03/2020
Andorra,Andorra,2,1,0,16/03/2020 13:29,16/03/2020
Liechtenstein,Liechtenstein,1,0,0,16/03/2020 13:29,16/03/2020
Kingdom of Bhutan,Kingdom of Bhutan,1,0,0,16/03/2020 13:29,16/03/2020
Status Civitatis Vaticanae,Status Civitatis Vaticanae,1,0,0,16/03/2020 13:29,16/03/2020
Togo,Togo,1,0,0,16/03/2020 13:29,16/03/2020
Mongolia,Mongolia,1,0,0,16/03/2020 13:29,16/03/2020
Jamaica,Jamaica,1,0,0,16/03/2020 13:29,16/03/2020
Trinidad and Tobago,Trinidad and Tobago,1,0,0,16/03/2020 13:29,16/03/2020
Gabon,Gabon,1,0,0,16/03/2020 13:29,16/03/2020
Saint Barthelemy,Saint Barthelemy,1,0,0,16/03/2020 13:29,16/03/2020
Gibraltar,Gibraltar,1,0,0,16/03/2020 13:29,16/03/2020
Guernsey,Guernsey,1,0,0,16/03/2020 13:29,16/03/2020
French Polynesia,French Polynesia,1,0,0,16/03/2020 13:29,16/03/2020
Suriname,Suriname,1,0,0,16/03/2020 13:29,16/03/2020
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,1,0,0,16/03/2020 13:29,16/03/2020
The Republic of Equatorial Guinea,The Republic of Equatorial Guinea,1,0,0,16/03/2020 13:29,16/03/2020
Guinea,Guinea,1,0,0,16/03/2020 13:29,16/03/2020
The Islamic Republic of Mauritania,The Islamic Republic of Mauritania,1,0,0,16/03/2020 13:29,16/03/2020
Swaziland,Swaziland,1,0,0,16/03/2020 13:29,16/03/2020
Antigua and Barbuda,Antigua and Barbuda,1,0,0,16/03/2020 13:29,16/03/2020
Bahamas,Bahamas,1,0,0,16/03/2020 13:29,16/03/2020
Central African Republic,Central African Republic,1,0,0,16/03/2020 13:29,16/03/2020
,,1,0,0,16/03/2020 13:29,16/03/2020
Uzbekistan,Uzbekistan,1,0,0,16/03/2020 13:29,16/03/2020
Nepal,Nepal,1,1,0,16/03/2020 13:29,16/03/2020
Sudan,Sudan,1,0,1,16/03/2020 13:29,16/03/2020
Peru,Peru,71,0,0,16/03/2020 11:59,16/03/2020
Panama,Panama,55,0,1,16/03/2020 11:59,16/03/2020
Argentina,Argentina,56,1,2,16/03/2020 11:59,16/03/2020
Mexico,Mexico,53,1,0,16/03/2020 11:59,16/03/2020
Colombia,Colombia,45,0,0,16/03/2020 11:59,16/03/2020
Algeria,Algeria,54,10,3,16/03/2020 11:59,16/03/2020
Cameroon,Cameroon,4,0,0,16/03/2020 11:59,16/03/2020
Guyana,Guyana,4,0,1,16/03/2020 11:59,16/03/2020
Guatemala,Guatemala,2,0,0,16/03/2020 11:59,16/03/2020
Bahamas,Bahamas,1,0,0,16/03/2020 11:59,16/03/2020
Central African Republic,Central African Republic,1,0,0,16/03/2020 11:59,16/03/2020
,,1,0,0,16/03/2020 11:59,16/03/2020
Uzbekistan,Uzbekistan,1,0,0,16/03/2020 11:59,16/03/2020
Korea,Korea,8236,1137,75,16/03/2020 11:39,16/03/2020
Germany,Germany,5864,14,13,16/03/2020 11:39,16/03/2020
France,France,5423,36,127,16/03/2020 11:39,16/03/2020
United States of America,United States of America,3482,10,65,16/03/2020 11:39,16/03/2020
Denmark,Denmark,864,1,3,16/03/2020 11:39,16/03/2020
Brazil,Brazil,200,0,0,16/03/2020 11:39,16/03/2020
Lebanon,Lebanon,100,1,3,16/03/2020 11:39,16/03/2020
Brazil,Brazil,200,0,0,16/03/2020 11:14,16/03/2020
Mexico,Mexico,53,1,0,16/03/2020 11:14,16/03/2020
Colombia,Colombia,45,0,0,16/03/2020 11:14,16/03/2020
United States of America,United States of America,3482,10,65,16/03/2020 10:25,16/03/2020
Lebanon,Lebanon,100,1,3,16/03/2020 10:25,16/03/2020
Bahamas,Bahamas,1,0,0,16/03/2020 10:25,16/03/2020
Central African Republic,Central African Republic,1,0,0,16/03/2020 10:25,16/03/2020
,,1,0,0,16/03/2020 10:25,16/03/2020
Uzbekistan,Uzbekistan,1,0,0,16/03/2020 10:25,16/03/2020
France,France,5423,36,127,16/03/2020 10:00,16/03/2020
Denmark,Denmark,864,1,3,16/03/2020 10:00,16/03/2020
Peru,Peru,71,0,0,16/03/2020 10:00,16/03/2020
Panama,Panama,55,0,1,16/03/2020 10:00,16/03/2020
Argentina,Argentina,56,1,2,16/03/2020 10:00,16/03/2020
Algeria,Algeria,54,10,3,16/03/2020 10:00,16/03/2020
Guyana,Guyana,4,0,1,16/03/2020 10:00,16/03/2020
Guatemala,Guatemala,2,0,0,16/03/2020 10:00,16/03/2020
Korea,Korea,8236,1137,75,16/03/2020 09:51,16/03/2020
Germany,Germany,5864,14,13,16/03/2020 09:51,16/03/2020
Cameroon,Cameroon,4,0,0,16/03/2020 09:51,16/03/2020
China,China,81079,67863,3218,16/03/2020 09:39,16/03/2020
China,China,81077,67863,3218,16/03/2020 08:44,16/03/2020
China,China,81070,67048,3204,16/03/2020 08:26,16/03/2020
China,China,81070,67042,3204,16/03/2020 08:24,16/03/2020
United States of America,United States of America,3244,10,62,16/03/2020 08:24,16/03/2020
Canada,Canada,343,4,1,16/03/2020 08:24,16/03/2020
Egypt,Egypt,126,26,2,16/03/2020 08:24,16/03/2020
Jordan,Jordan,13,1,0,16/03/2020 08:24,16/03/2020
China,China,81068,67041,3204,16/03/2020 08:18,16/03/2020
China,China,81068,67040,3204,16/03/2020 08:06,16/03/2020
United States of America,United States of America,3244,10,62,16/03/2020 08:06,16/03/2020
Canada,Canada,343,4,1,16/03/2020 08:06,16/03/2020
Egypt,Egypt,126,26,2,16/03/2020 08:06,16/03/2020
Jordan,Jordan,13,1,0,16/03/2020 08:06,16/03/2020
China,China,81063,67037,3204,16/03/2020 07:45,16/03/2020
Iran,Iran,13938,4590,724,16/03/2020 07:45,16/03/2020
Korea,Korea,8162,834,75,16/03/2020 07:45,16/03/2020
Spain,Spain,7753,571,288,16/03/2020 07:45,16/03/2020
Germany,Germany,5508,14,11,16/03/2020 07:45,16/03/2020
France,France,5423,36,91,16/03/2020 07:45,16/03/2020
United States of America,United States of America,2885,10,62,16/03/2020 07:45,16/03/2020
Switzerland,Switzerland,1563,3,13,16/03/2020 07:45,16/03/2020
United Kingdom,United Kingdom,1372,18,35,16/03/2020 07:45,16/03/2020
Netherlands,Netherlands,1135,0,20,16/03/2020 07:45,16/03/2020
Norway,Norway,1077,0,3,16/03/2020 07:45,16/03/2020
Sweden,Sweden,1023,0,8,16/03/2020 07:45,16/03/2020
Belgium,Belgium,886,1,3,16/03/2020 07:45,16/03/2020
Denmark,Denmark,864,1,0,16/03/2020 07:45,16/03/2020
Austria,Austria,860,6,1,16/03/2020 07:45,16/03/2020
Japan,Japan,817,135,24,16/03/2020 07:45,16/03/2020
Qatar,Qatar,401,0,0,16/03/2020 07:45,16/03/2020
Malaysia,Malaysia,428,32,0,16/03/2020 07:45,16/03/2020
Greece,Greece,331,0,3,16/03/2020 07:45,16/03/2020
Canada,Canada,313,4,1,16/03/2020 07:45,16/03/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,697,427,7,16/03/2020 07:45,16/03/2020
Czech Republic,Czech Republic,253,0,0,16/03/2020 07:45,16/03/2020
Portugal,Portugal,245,0,0,16/03/2020 07:45,16/03/2020
Australia,Australia,272,27,3,16/03/2020 07:45,16/03/2020
Finland,Finland,243,1,0,16/03/2020 07:45,16/03/2020
Slovenia,Slovenia,219,0,0,16/03/2020 07:45,16/03/2020
Israel,Israel,213,2,0,16/03/2020 07:45,16/03/2020
Iceland,Iceland,177,0,0,16/03/2020 07:45,16/03/2020
Estonia,Estonia,171,0,0,16/03/2020 07:45,16/03/2020
Ireland,Ireland,169,0,2,16/03/2020 07:45,16/03/2020
Bahrain,Bahrain,214,60,0,16/03/2020 07:45,16/03/2020
Brazil,Brazil,151,0,0,16/03/2020 07:45,16/03/2020
Philippines,Philippines,140,1,11,16/03/2020 07:45,16/03/2020
Singapore,Singapore,226,105,0,16/03/2020 07:45,16/03/2020
Romania,Romania,123,3,0,16/03/2020 07:45,16/03/2020
Indonesia,Indonesia,117,2,2,16/03/2020 07:45,16/03/2020
Kuwait,Kuwait,112,5,0,16/03/2020 07:45,16/03/2020
India,India,110,3,2,16/03/2020 07:45,16/03/2020
Saudi Arabia,Saudi Arabia,103,1,0,16/03/2020 07:45,16/03/2020
Poland,Poland,104,0,3,16/03/2020 07:45,16/03/2020
Lebanon,Lebanon,99,1,3,16/03/2020 07:45,16/03/2020
Iraq,Iraq,124,24,9,16/03/2020 07:45,16/03/2020
San Marino,San Marino,98,2,5,16/03/2020 07:45,16/03/2020
Egypt,Egypt,110,21,2,16/03/2020 07:45,16/03/2020
Thailand,Thailand,114,35,1,16/03/2020 07:45,16/03/2020
United Arab Emirates,United Arab Emirates,98,23,0,16/03/2020 07:45,16/03/2020
Chile,Chile,75,0,0,16/03/2020 07:45,16/03/2020
Slovakia,Slovakia,61,0,0,16/03/2020 07:45,16/03/2020
Russia,Russia,63,3,0,16/03/2020 07:45,16/03/2020
Luxembourg,Luxembourg,59,0,1,16/03/2020 07:45,16/03/2020
Pakistan,Pakistan,53,1,0,16/03/2020 07:45,16/03/2020
South Africa,South Africa,51,0,0,16/03/2020 07:45,16/03/2020
Brunei,Brunei,50,0,0,16/03/2020 07:45,16/03/2020
Bulgaria,Bulgaria,51,0,2,16/03/2020 07:45,16/03/2020
Republic of Serbia,Republic of Serbia,48,0,0,16/03/2020 07:45,16/03/2020
Croatia,Croatia,46,0,0,16/03/2020 07:45,16/03/2020
Argentina,Argentina,45,1,2,16/03/2020 07:45,16/03/2020
Panama,Panama,43,0,1,16/03/2020 07:45,16/03/2020
Vietnam,Vietnam,57,16,0,16/03/2020 07:45,16/03/2020
Albania,Albania,42,0,1,16/03/2020 07:45,16/03/2020
Mexico,Mexico,41,1,0,16/03/2020 07:45,16/03/2020
Algeria,Algeria,48,10,3,16/03/2020 07:45,16/03/2020
Palestine,Palestine,35,0,0,16/03/2020 07:45,16/03/2020
Georgia,Georgia,33,0,0,16/03/2020 07:45,16/03/2020
Latvia,Latvia,30,0,0,16/03/2020 07:45,16/03/2020
Hungary,Hungary,32,1,1,16/03/2020 07:45,16/03/2020
Peru,Peru,28,0,0,16/03/2020 07:45,16/03/2020
Armenia,Armenia,26,0,0,16/03/2020 07:45,16/03/2020
Belarus,Belarus,27,3,0,16/03/2020 07:45,16/03/2020
Bosnia and Herzegovina,Bosnia and Herzegovina,24,0,0,16/03/2020 07:45,16/03/2020
